Copyright 1986-2021 Xilinx, Inc. All Rights Reserved.
------------------------------------------------------------------------------------
| Tool Version : Vivado v.2021.1 (win64) Build 3247384 Thu Jun 10 19:36:33 MDT 2021
| Date         : Mon Oct 31 22:28:43 2022
| Host         : LAPTOP-F415E9JE running 64-bit major release  (build 9200)
| Command      : report_utilization -hierarchical -hierarchical_percentages
| Design       : vc709_top
| Device       : 7vx690tffg1761-2
| Design State : Routed
------------------------------------------------------------------------------------

Utilization Design Information

Table of Contents
-----------------
1. Utilization by Hierarchy

1. Utilization by Hierarchy
---------------------------

+-----------------------------------------+-------------------------------------+------------+------------+----------+----------+------------+----------+----------+------------+
|                 Instance                |                Module               | Total LUTs | Logic LUTs |  LUTRAMs |   SRLs   |     FFs    |  RAMB36  |  RAMB18  | DSP Blocks |
|                   seekerR               | unit_seeker_step_n__parameterized44 |  10(0.01%) |  10(0.01%) | 0(0.00%) | 0(0.00%) |   8(0.01%) | 0(0.00%) | 0(0.00%) |   0(0.00%) |
|               seekerR                   |         HSn_step_n__parameterized46 |  38(0.01%) |  38(0.01%) | 0(0.00%) | 0(0.00%) |  32(0.01%) | 0(0.00%) | 0(0.00%) |   0(0.00%) |
|                 seekerL                 |         HSn_step_n__parameterized47 |  22(0.01%) |  22(0.01%) | 0(0.00%) | 0(0.00%) |  16(0.01%) | 0(0.00%) | 0(0.00%) |   0(0.00%) |
|                   (seekerL)             |         HSn_step_n__parameterized47 |   1(0.01%) |   1(0.01%) | 0(0.00%) | 0(0.00%) |   0(0.00%) | 0(0.00%) | 0(0.00%) |   0(0.00%) |
|                   seekerL               | unit_seeker_step_n__parameterized45 |  10(0.01%) |  10(0.01%) | 0(0.00%) | 0(0.00%) |   8(0.01%) | 0(0.00%) | 0(0.00%) |   0(0.00%) |
|                   seekerR               | unit_seeker_step_n__parameterized46 |  11(0.01%) |  11(0.01%) | 0(0.00%) | 0(0.00%) |   8(0.01%) | 0(0.00%) | 0(0.00%) |   0(0.00%) |
|                 seekerR                 |         HSn_step_n__parameterized48 |  16(0.01%) |  16(0.01%) | 0(0.00%) | 0(0.00%) |  16(0.01%) | 0(0.00%) | 0(0.00%) |   0(0.00%) |
|                   (seekerR)             |         HSn_step_n__parameterized48 |   1(0.01%) |   1(0.01%) | 0(0.00%) | 0(0.00%) |   0(0.00%) | 0(0.00%) | 0(0.00%) |   0(0.00%) |
|                   seekerL               | unit_seeker_step_n__parameterized47 |   8(0.01%) |   8(0.01%) | 0(0.00%) | 0(0.00%) |   8(0.01%) | 0(0.00%) | 0(0.00%) |   0(0.00%) |
|                   seekerR               | unit_seeker_step_n__parameterized48 |   7(0.01%) |   7(0.01%) | 0(0.00%) | 0(0.00%) |   8(0.01%) | 0(0.00%) | 0(0.00%) |   0(0.00%) |
|           seekerR                       |         HSn_step_n__parameterized49 | 250(0.06%) | 250(0.06%) | 0(0.00%) | 0(0.00%) | 139(0.02%) | 0(0.00%) | 0(0.00%) |   0(0.00%) |
|             seekerL                     |         HSn_step_n__parameterized50 |  89(0.02%) |  89(0.02%) | 0(0.00%) | 0(0.00%) |  68(0.01%) | 0(0.00%) | 0(0.00%) |   0(0.00%) |
|               seekerL                   |         HSn_step_n__parameterized51 |  36(0.01%) |  36(0.01%) | 0(0.00%) | 0(0.00%) |  32(0.01%) | 0(0.00%) | 0(0.00%) |   0(0.00%) |
|                 (seekerL)               |         HSn_step_n__parameterized51 |   1(0.01%) |   1(0.01%) | 0(0.00%) | 0(0.00%) |   0(0.00%) | 0(0.00%) | 0(0.00%) |   0(0.00%) |
|                 seekerL                 |         HSn_step_n__parameterized52 |  17(0.01%) |  17(0.01%) | 0(0.00%) | 0(0.00%) |  16(0.01%) | 0(0.00%) | 0(0.00%) |   0(0.00%) |
|                   (seekerL)             |         HSn_step_n__parameterized52 |   1(0.01%) |   1(0.01%) | 0(0.00%) | 0(0.00%) |   0(0.00%) | 0(0.00%) | 0(0.00%) |   0(0.00%) |
|                   seekerL               | unit_seeker_step_n__parameterized49 |   8(0.01%) |   8(0.01%) | 0(0.00%) | 0(0.00%) |   8(0.01%) | 0(0.00%) | 0(0.00%) |   0(0.00%) |
|                   seekerR               | unit_seeker_step_n__parameterized50 |   8(0.01%) |   8(0.01%) | 0(0.00%) | 0(0.00%) |   8(0.01%) | 0(0.00%) | 0(0.00%) |   0(0.00%) |
|                 seekerR                 |         HSn_step_n__parameterized53 |  18(0.01%) |  18(0.01%) | 0(0.00%) | 0(0.00%) |  16(0.01%) | 0(0.00%) | 0(0.00%) |   0(0.00%) |
|                   (seekerR)             |         HSn_step_n__parameterized53 |   1(0.01%) |   1(0.01%) | 0(0.00%) | 0(0.00%) |   0(0.00%) | 0(0.00%) | 0(0.00%) |   0(0.00%) |
|                   seekerL               | unit_seeker_step_n__parameterized51 |   9(0.01%) |   9(0.01%) | 0(0.00%) | 0(0.00%) |   8(0.01%) | 0(0.00%) | 0(0.00%) |   0(0.00%) |
|                   seekerR               | unit_seeker_step_n__parameterized52 |   8(0.01%) |   8(0.01%) | 0(0.00%) | 0(0.00%) |   8(0.01%) | 0(0.00%) | 0(0.00%) |   0(0.00%) |
|               seekerR                   |         HSn_step_n__parameterized54 |  53(0.01%) |  53(0.01%) | 0(0.00%) | 0(0.00%) |  36(0.01%) | 0(0.00%) | 0(0.00%) |   0(0.00%) |
|                 seekerL                 |         HSn_step_n__parameterized55 |  24(0.01%) |  24(0.01%) | 0(0.00%) | 0(0.00%) |  17(0.01%) | 0(0.00%) | 0(0.00%) |   0(0.00%) |
|                   (seekerL)             |         HSn_step_n__parameterized55 |   1(0.01%) |   1(0.01%) | 0(0.00%) | 0(0.00%) |   0(0.00%) | 0(0.00%) | 0(0.00%) |   0(0.00%) |
|                   seekerL               | unit_seeker_step_n__parameterized53 |   9(0.01%) |   9(0.01%) | 0(0.00%) | 0(0.00%) |   8(0.01%) | 0(0.00%) | 0(0.00%) |   0(0.00%) |
|                   seekerR               | unit_seeker_step_n__parameterized54 |  14(0.01%) |  14(0.01%) | 0(0.00%) | 0(0.00%) |   9(0.01%) | 0(0.00%) | 0(0.00%) |   0(0.00%) |
|                 seekerR                 |         HSn_step_n__parameterized56 |  29(0.01%) |  29(0.01%) | 0(0.00%) | 0(0.00%) |  19(0.01%) | 0(0.00%) | 0(0.00%) |   0(0.00%) |
|                   (seekerR)             |         HSn_step_n__parameterized56 |   2(0.01%) |   2(0.01%) | 0(0.00%) | 0(0.00%) |   0(0.00%) | 0(0.00%) | 0(0.00%) |   0(0.00%) |
|                   seekerL               | unit_seeker_step_n__parameterized55 |  18(0.01%) |  18(0.01%) | 0(0.00%) | 0(0.00%) |  11(0.01%) | 0(0.00%) | 0(0.00%) |   0(0.00%) |
|                   seekerR               | unit_seeker_step_n__parameterized56 |   9(0.01%) |   9(0.01%) | 0(0.00%) | 0(0.00%) |   8(0.01%) | 0(0.00%) | 0(0.00%) |   0(0.00%) |
|             seekerR                     |         HSn_step_n__parameterized57 | 161(0.04%) | 161(0.04%) | 0(0.00%) | 0(0.00%) |  71(0.01%) | 0(0.00%) | 0(0.00%) |   0(0.00%) |
|               seekerL                   |         HSn_step_n__parameterized58 |  91(0.02%) |  91(0.02%) | 0(0.00%) | 0(0.00%) |  36(0.01%) | 0(0.00%) | 0(0.00%) |   0(0.00%) |
|                 (seekerL)               |         HSn_step_n__parameterized58 |   1(0.01%) |   1(0.01%) | 0(0.00%) | 0(0.00%) |   0(0.00%) | 0(0.00%) | 0(0.00%) |   0(0.00%) |
|                 seekerL                 |         HSn_step_n__parameterized59 |  30(0.01%) |  30(0.01%) | 0(0.00%) | 0(0.00%) |  17(0.01%) | 0(0.00%) | 0(0.00%) |   0(0.00%) |
|                   (seekerL)             |         HSn_step_n__parameterized59 |   1(0.01%) |   1(0.01%) | 0(0.00%) | 0(0.00%) |   0(0.00%) | 0(0.00%) | 0(0.00%) |   0(0.00%) |
|                   seekerL               | unit_seeker_step_n__parameterized57 |  11(0.01%) |  11(0.01%) | 0(0.00%) | 0(0.00%) |   8(0.01%) | 0(0.00%) | 0(0.00%) |   0(0.00%) |
|                   seekerR               | unit_seeker_step_n__parameterized58 |  18(0.01%) |  18(0.01%) | 0(0.00%) | 0(0.00%) |   9(0.01%) | 0(0.00%) | 0(0.00%) |   0(0.00%) |
|                 seekerR                 |         HSn_step_n__parameterized60 |  60(0.01%) |  60(0.01%) | 0(0.00%) | 0(0.00%) |  19(0.01%) | 0(0.00%) | 0(0.00%) |   0(0.00%) |
|                   (seekerR)             |         HSn_step_n__parameterized60 |   2(0.01%) |   2(0.01%) | 0(0.00%) | 0(0.00%) |   0(0.00%) | 0(0.00%) | 0(0.00%) |   0(0.00%) |
|                   seekerL               | unit_seeker_step_n__parameterized59 |  44(0.01%) |  44(0.01%) | 0(0.00%) | 0(0.00%) |  11(0.01%) | 0(0.00%) | 0(0.00%) |   0(0.00%) |
|                   seekerR               | unit_seeker_step_n__parameterized60 |  14(0.01%) |  14(0.01%) | 0(0.00%) | 0(0.00%) |   8(0.01%) | 0(0.00%) | 0(0.00%) |   0(0.00%) |
|               seekerR                   |         HSn_step_n__parameterized61 |  71(0.02%) |  71(0.02%) | 0(0.00%) | 0(0.00%) |  35(0.01%) | 0(0.00%) | 0(0.00%) |   0(0.00%) |
|                 seekerL                 |         HSn_step_n__parameterized62 |  28(0.01%) |  28(0.01%) | 0(0.00%) | 0(0.00%) |  16(0.01%) | 0(0.00%) | 0(0.00%) |   0(0.00%) |
|                   (seekerL)             |         HSn_step_n__parameterized62 |   1(0.01%) |   1(0.01%) | 0(0.00%) | 0(0.00%) |   0(0.00%) | 0(0.00%) | 0(0.00%) |   0(0.00%) |
|                   seekerL               | unit_seeker_step_n__parameterized61 |  15(0.01%) |  15(0.01%) | 0(0.00%) | 0(0.00%) |   8(0.01%) | 0(0.00%) | 0(0.00%) |   0(0.00%) |
|                   seekerR               | unit_seeker_step_n__parameterized62 |  12(0.01%) |  12(0.01%) | 0(0.00%) | 0(0.00%) |   8(0.01%) | 0(0.00%) | 0(0.00%) |   0(0.00%) |
|                 seekerR                 |         HSn_step_n__parameterized63 |  43(0.01%) |  43(0.01%) | 0(0.00%) | 0(0.00%) |  19(0.01%) | 0(0.00%) | 0(0.00%) |   0(0.00%) |
|                   (seekerR)             |         HSn_step_n__parameterized63 |   1(0.01%) |   1(0.01%) | 0(0.00%) | 0(0.00%) |   0(0.00%) | 0(0.00%) | 0(0.00%) |   0(0.00%) |
|                   seekerL               | unit_seeker_step_n__parameterized63 |  10(0.01%) |  10(0.01%) | 0(0.00%) | 0(0.00%) |   8(0.01%) | 0(0.00%) | 0(0.00%) |   0(0.00%) |
|                   seekerR               | unit_seeker_step_n__parameterized64 |  32(0.01%) |  32(0.01%) | 0(0.00%) | 0(0.00%) |  11(0.01%) | 0(0.00%) | 0(0.00%) |   0(0.00%) |
|     xapp1017_serdes_1280.serdes_cmp     |          serdes_1_to_468_idelay_ddr | 117(0.03%) | 117(0.03%) | 0(0.00%) | 0(0.00%) | 107(0.01%) | 0(0.00%) | 0(0.00%) |   0(0.00%) |
|       (xapp1017_serdes_1280.serdes_cmp) |          serdes_1_to_468_idelay_ddr |   7(0.01%) |   7(0.01%) | 0(0.00%) | 0(0.00%) |   7(0.01%) | 0(0.00%) | 0(0.00%) |   0(0.00%) |
|       loop3[0].dc_inst                  |               delay_controller_wrap | 110(0.03%) | 110(0.03%) | 0(0.00%) | 0(0.00%) | 100(0.01%) | 0(0.00%) | 0(0.00%) |   0(0.00%) |
|   u_pll                                 |                           clk_wiz_0 |   0(0.00%) |   0(0.00%) | 0(0.00%) | 0(0.00%) |   0(0.00%) | 0(0.00%) | 0(0.00%) |   0(0.00%) |
|     inst                                |                   clk_wiz_0_clk_wiz |   0(0.00%) |   0(0.00%) | 0(0.00%) | 0(0.00%) |   0(0.00%) | 0(0.00%) | 0(0.00%) |   0(0.00%) |
+-----------------------------------------+-------------------------------------+------------+------------+----------+----------+------------+----------+----------+------------+
* Note: The sum of lower-level cells may be larger than their parent cells total, due to cross-hierarchy LUT combining
